positiivne,Suurepärane: Rene Zahkna võitis MMilt ka hõbemedali
positiivne,Austrias Obertilliachis toimuval noorte ja juunioride laskesuusatamise MMil teenis Rene Zahkna noormeeste 10 km jälitussõidus hõbemedali. Reedel oli Zahkna saanud sprindis pronksmedali.
negatiivne,"Zahkna alustas võistlust kolmandalt positsioonilt ja eksis neljas tiirus kokku kolm korda ning ületas lõpujoone teisena. Esikoha teenis ameeriklane Sean Doherty, kes eksis samuti tiirudes kolm korda. Zahkna kaotas võitjale 34,7 sekundit."
negatiivne,"Eestlastest sai Kristjan Koskinen 32. koha, Koskinen läbis täna neli trahviringi. Johan Talihärm sai kaheksa eksimuse juures 40. koha ning Tarvi Sikk nelja trahvi juures 53. koha."
neutraalne,Juunioride sõidus sai Jan Treier viie möödalasu juures 21. koha. Kalev Ermits sai 50. koha. Kuldmedali teenis norralane Johannes Thingnes Bø.
neutraalne,"Kolmandana kerkis poodiumile norralane Fredrik Rørvik, kes pidi samuti läbima kolm trahviringi. Tema alustas võistlust 13. positsioonilt."
positiivne,Video: Tanel Leok näitas hooaja avavõistlusel head kiirust
neutraalne,"Tanel Leok sai rahvusvahelise motokrossihooaja traditsioonilisel avavõistlusel Mantovas avasõidus kuuenda, teises sõidus teise ja kolmandas sõidus taas kuuenda koha. Kokkuvõttes oli Leok Strijbosi ja Bobrõševi järel kolmas."
neutraalne,"Kõik kolm sõitu võitis belglane Kevin Strijbos Suzukil. Esimeses sõidus oli teine Clement Desalle ja kolmas Gautier Paulin, Leokit edestasid ka Jeremy van Horebeek ja Max Nagl."
positiivne,"Võib päevaga rahule jääda, teine koht teises sõidus ja kokku kolmas. Olime siin trennitsikliga, tulime otse Hispaania laagrist. Võistlusratas, mis Inglismaal on, on vast vähe parem, kuid saime selle tsikliga siin ka hästi hakkama. Kahe hooaja vahel opereeritud jalg on hea ja ei anna üldse tunda, rääkis Leok sõitude järel msport.ee’le."
positiivne,"MX2 klassis võistelnud Priit Rätsep sai esimeses sõidus 4. ja teises 6. koha. Kolmandas sõidus tuli oma klassis taas 4., kuid üldarvestuses päeva parim 11. koht. Kokkuvõttes oli Rätsep oma klassi neljas."
negatiivne,Eile kukkunud ja põlvele viga teinud Gert Krestinov täna rajale ei tulnud.
negatiivne,"Õhtuse tipptunni ajal püüab pikast lasteaiapäevast silmanähtavalt väsinud pisipõnn bussi järsu pidurdamise ajal püsti jääda, kuid kukub sellest hoolimata ja hakkab virisema. Tema ümber istuvad tusase ilmega naised aga klammerduvad veelgi kõvemini oma käekoti külge ning teevad näo, et ei märka väsinud last. Vaid eemalt on kuulda pahast torinat tänapäeva jõnglaste kohta, kes avalikes kohtades jonnivad, ja vanematest, kes oma lapsi enam kasvatada ei oska. Täpselt samasugused tusase ilmega naised vaatasid südamerahuga pealt, kuidas vana mees käratas bussis püsti viimaseid päevi raseda naise ja tema väikse poja. Mitte üks neist naistest, kel pensionini on ilmselt veel aastaid aega, ei vaevunud end liigutama ja ilmselgelt lähipäevadel sünnitama hakkavale naisele istet pakkuma. Nii see ema püüdis end ja oma väikest poega käänulisel teel püsti hoida, tusailmega naised aga vaatasid neist läbi."
negatiivne,"Lugesin mõne aasta eest Mare Taagepera selgitust, miks Marokos ei suudeta lõpetada pereliikmete vägivalda noorte naiste suhtes. Selgitus oli väga lihtne: ämmad, keda noorena alandati, maksavad pojanaistele oma kunagise piinade eest kätte. Miniad aga omakorda ämma seisusse jõudes teevad sedasama ja nii tekib suletud ring."
negatiivne,"Midagi sarnast toimub ka Eestis ja seda tõestavad need kaks esimest olukorda. Kui mujal tekitab väikelaps kõrvalseisjates rõõmsaid emotsioone ja heatahtlikku huvi, siis Eestis toimuvat võiks parimal juhul iseloomustada väljendiga üleolev ükskõiksus. Ilmselt meenub väikelast nähes vanematele naistele, kui raske neil oli ajal, kui lapsed olid väiksed, ning see tekitab viha ja solvumist. Kui siis veel meelde tuleb, et tänapäeva emad on pääsenud mähkmete keetmisest ja emapalka makstakse neile nn kodusistumise ajal ka, siis ei mahu solvumine enam inimese sisse ära ning sellest saab teada kogu maailma. Olgu siis sõna või teoga."
negatiivne,"Kui see nüüd ja kohe ei õnnestus, siis äkki suudavad needsamad emad, kes ehk end selles loos ära tundsid, oma solvumisest üle olla ja näiteks 25 aasta pärast samasuguses olukorras käituda teisiti kui need tusased naised."
positiivne,"Kullaärimees Alar Tamming pakub Postimehe arvamusportaalis välja idee, et Eesti võiks loobuda sõjaväest, sest nii leiaks raha korralikuks palkade tõstmiseks ja hariduse edendamiseks."
positiivne,"Kõik palgatõusud on minu jaoks alati rõõmustavad, sest riigi eesmärk peaks olema seal elavate kodanike hea elu. Kõrgem palk aitaks sellele kindlasti kaasa."
negatiivne,"Seetõttu olen alati suhtunud väga negatiivselt kõikidesse nn. majandusanalüütikutesse, kes ütlevad et madalad palgad on Eesti eelis ja suurendavad Eesti eksporti."
negatiivne,Enamasti ei ole need arvamuse avaldajad oma palga vähenemisega nõus ning sooviksid madalaid palku kõigile teistele peale iseenda ja seda ei saa lugeda eetiliseks mõtlemiseks.
positiivne,"Praegu leian, et kindlasti oleks vaja paljudel riigiasutustes töötajatel palku tõsta. Eelkõige toetan ma palkade tõstmist neil, kes kuuluvad palgasaajate püramiidi alumisse osasse. See aitaks kaasa stabiilse keskklassi tekkele."
positiivne,"Sooviksin tõstatada ka ketserliku idee palgatõusuks raha leidmiseks. Võiks kasutada Costa Rica lähenemist, kes on ära kaotanud sõjaväe ja kõiki rahasid, mida muidu oleks kasutatud sõjaväe ülalpidamiseks, kasutatakse hariduse edendamiseks ja teistel sotsiaalsetel eesmärkidel."
negatiivne,"Reedel veidi enne poolt viit autonina kodu suunas sättinud, klõpsasin harjumuspäraselt käima Vikerraadio. Harilikult tunnen oma lemmiku ära ja enamasti ei tekita tema kuulamine piinlikkust. Nüüd vaatasin tõesti vähemalt kolm korda autoraadio kuvarit, sest ei suutnud oma kõrvu uskuda."
negatiivne,"Okei! Absoluutselt! Ihhihhiii!Nonii, belmondod, helistama!Tähtsaatejuht Vahur Kersna oli palutud riigiraadiosse kosjakontorit pidama."
negatiivne,"Veerandtunni jooksul, mil suutsin end sundida seda õudust kuulama (aga saatekava järgi oli kolmetunnine sünnitis alles poole peal), hakkasin küllap kõrvust ja näost punetama nagu moosivarguselt tabatud marakratt."
negatiivne,"Sain lühikese ajaga näiteks teada, et Silvi Saaremaalt polegi feissbukis. No ja sellepärast ta peabki otsima endale reede õhtuks seltsilist läbi Vikerraadio. Virvel Hiiumaalt on Kersnaga pooleli midagi isiklikku ja ta tegelikult ei tahtnudki raadioeetrisse, aga ikkagi tuli. Inna jälle, kellel pole samuti senimaani meestega kuidagi vedanud, on Kersna arvates libe nagu luts."
negatiivne,"Ma ei tahaks kuidagi parastada inimesi, kelle isiklik elu pole kulgenud kõige roosilisemat rada. Aga kui Silvi ja teised üksildased juhataks õnneni feissbuk, siis paluks neil kõigil lahkesti sinna minna. Kas või igal õhtul kolmeks tunniks või kauemakski."
negatiivne,"Vikerraadio peatoimetajal paluks tõsiselt järele mõelda, milliste saadete tootmiseks kõlbab ja on mõistlik maksuraha kulutada."
negatiivne,"Kui viie aasta eest olid eestlased teistest ees, siis nüüd on nad teistest maas. Selmet leiutada asju, mida teised kasutavad, kasutavad eestlased nüüd asju, mida teised on leiutanud, kirjutab kolumnist Abdul Turay."
negatiivne,"Mõne aja eest küsisin rühmalt noortelt inimestelt, kas neil on Facebooki konto. Nad vaatasid mulle otsa, nagu oleksin ma hullumeelne."
neutraalne,"Sama hästi võiks ju küsida, kas meil on nina! vastas üks."
neutraalne,"Ja mõelda vaid – isegi neil, kel pole nina, on Facebooki konto! sõnas teine naerupahvaku saatel."
positiivne,"Kui ma kümne aasta eest esimest korda Eestisse sattusin, oli Eesti palju arenenum kui mu kodumaa Suurbritannia. See oli otsekui ilmutus. Just Eestis õppisin tundma sotsiaalvõrgustiku ideed."
neutraalne,Rate rajati 2002. aasta mais ehk aasta enne Orkutit või Myspace’i ja kaks aastat enne Facebooki.
negatiivne,"Seepärast ei avaldanud Facebook mulle algul kuigi suurt muljet. Sotsiaalvõrgustik … jah, Eestis on see ju juba aastaid, mis siis nüüd?"
positiivne,"Me ei kaotanud kunagi turul liidripositsiooni, ütleb Rate’i rajaja Andrei Korobeinik."
negatiivne,"Mingil, mulle seni arusaamatul põhjusel ei olnud esimese suure ülemineku lõpp-punkt mitte Facebook või Myspace, vaid Google’i Orkut. Samal ajal, 2005.–2006. aastal kasutati Suurbritannias, USAs ja Skandinaavias juba Facebooki."
negatiivne,"Orkut on kohutav. See näeb välja kohutav, selle kasutamine on kohutav. Aga mõned meist olid sunnitud seda kasutama, sest Eesti sõbrad ja pereliikmed kasutasid seda. 2008. aastal oli tüüpilisel Eestis elaval välismaalasel nii Orkuti kui ka Facebooki konto. Üks rist ja viletsus, aga kui kord oled juba Roomas, siis ..."
negatiivne,"Kui ma 2008. aastal siia elama asusin, ei olnud enamik eestlasi, isegi mitte noored, Facebookist isegi kuulnud. Ent millalgi 2010. aastal mõistsid eestlased järsku, et Orkut on kohutav, ning algas teine suur üleminek. Ja kui juba üle mindi, ega siis Orkuti kontosid alles ei jäetud: need lihtsalt suleti ja lülituti jäädavalt Facebookile."
neutraalne,Praegu on 37 protsenti Eesti elanikest Facebooki kasutajad.
neutraalne,"Heidame pilgu naabrite juurde. Rootsis on Facebooki kasutajaid 53 protsenti, Soomes 41 protsenti, Taanis 32 protsenti."
neutraalne,Lätigi elanikud kasutavad endiselt läti- või venekeelseid sotsiaalvõrgustikke. Facebooki kasutajaid on ainult 16 protsenti.
neutraalne,"Kui tahta tõendust, et Eesti kuulub rohkem Põhjamaadesse kui Ida-Euroopasse, pole paremat näidet vajagi."
neutraalne,"Võib veel mainida, et Leedus on Facebooki kasutajaid 30 protsenti. Seda seletatakse sellega, et erinevalt Lätist (või ka Eestist) pole seal suurt venekeelset elanikkonda."
positiivne,"Võiks ju arvata, et suur üleminek Facebooki on kindlasti hea. See näitab, et Eesti liigub käsikäes läänega. Sel on ka praktiline eelis: eestlastel on hõlpsam suhelda läänega, luua sotsiaalseid ja ärisidemeid, mis võivad kaasa tuua investeeringuid või pakkuda ekspordivõimalust."
negatiivne,"Kui viie aasta eest olid eestlased teistest ees, siis nüüd on nad teistest maas. Selmet leiutada asju, mida teised kasutavad, kasutavad eestlased nüüd asju, mida teised on leiutanud. E-arengu asemel on Eestis toimunud e-taandareng. Ja Eesti ei jää maha ainult sotsiaalvõrgustike alal, vaid kogu IT-vallas."
negatiivne,"Avalikkus arvab, et me oleme e-valitsuse alal ELis ja maailmas juhtival kohal, aga tegelikult see nii ei ole, ütleb Korobeinik."
negatiivne,"Me ei uuri välismaiseid kogemusi. Suurbritannia on palju arenenum ja ometi tulevad nad meie juurde õppima. Meie poliitikud ei mõista, et teised maad on palju arenenumad."
negatiivne,"Meie süsteemid ei ole nii head kui teistes maades, sest me hakkasime nende asjadega varem tegelema. ID-kaarti tehtaks tänapäeval teistmoodi."
negatiivne,"Võtame näiteks maksuameti. Seal pole mingit pilveteenust. Viie aasta eest olid USA ja Suurbritannia meist tublisti maas, nüüd on nad tublisti ees."
negatiivne,"Korobeiniku sõnul seisab selle taga asjaolu, et valitsus ei suuda tulevikku vaadata."
positiivne,"Me oleksime endiselt esikohal, kui ettevõtted suudaksid e-valitsuse lahendusi eksportida. Kujutage ette, et USA maksuameti lahendus oleks välja töötatud Eestis! See oleks tohutu saavutus! Või kui Suurbritannia valimisi korraldataks siinse e-valimiste süsteemi põhjal."
negatiivne,"Eesti ettevõtted ei saa neid lahendusi eksportida, sest leping ei luba, ja valitsus ei hakka neid niikuinii eksportima, sest valitsuses pole ühtegi inimest, kes oleks sellest huvitatud, sest mingit kasu ta ju sellest ei saaks. Valitsusele peaks kuuluma litsents ja ülejäänu oleks ettevõtete teha. Sellega kaasneb veel üks halb asi. Mõtleme korraks, miks sotsiaalvõrgustikud üldse olemas on. Veeb on populaarne, sest see loob internetis ruumi, kus inimesed saavad tegutseda oma keele ja kultuuri raames."
negatiivne,"Mida saaks ette võtta? Tegelikult mitte midagi. Inimesed on hääletanud jalgadega ja see lahing on läbi. IT-juhid, näiteks Korobeinik, ei tunne enam huvi sotsiaalvõrgustike vastu – tulevik on mobiilne."
positiivne,"Me ei lähe tagasi minevikku. Me püüame oma oskusi rakendada teistes valdades. Mobiilsus on palju tähtsam kui internet, sest see loob võimalusi. See annab võimaluse suhelda inimestega reaalajas. See on uus valdkond ja meil pole veel kuigi palju edukaid mobiilseid teenuseid."
neutraalne,"Pole just eriti vaimustav väljavaade olla suurim sotsiaalvõrgustik Eestis. Teenid mõne miljoni ja ongi kõik. Palju erutavam on teha midagi, mis kogu maailmas vastu kõlab, sõnab Korobeinik."
neutraalne,"Ajalehes ilmus artikkel, et üks kool kavatseb kasutusele võtta uutmoodi õppevahendi. See koosneb poognateks volditud ja kokku õmmeldud paberilehtedest, mis kliisterdatud, poogitud ja kaante vahele köidetud. Nimetatakse raamatuks."
negatiivne,"Selle peale läks kogukonnas lahti ärev arutelu. Kas niisugune asi ikka liiga kallis ei ole? Iga lapsevanem ei saa endale ju sellist edevat asja lubada, eriti kui peres on mitu last ja igaühele oma vaja läheb. Ja pealegi, see rikub ära lapse silmad ning hävitab tähelepanuvõime. Õpiasjad tuleb krihvliga tahvlile kriipida, nagu meie omal ajal, vaat see on õige õppimine!"
negatiivne,"Kogu kisast hoolimata jõudsid esimesed raamatud mõne kooli mõnesse klassi. Ühte kooli abistas jõukas lapsevanem, teise puhul kaarutas vallavalitsus välja mõni tuhat eurot, et saaks proovida. Lapsed avasid raamatud ja siis selgus, et kõik lehed olid tühjad. Vaid paarile küljele oli kritseldatud naivistlik kiisupilt."
negatiivne,"Kära tahvelarvutite õpitööks kasutamise ümber käib täpselt eeltoodud malli järgi. Palju räägitakse sellest, kui palju need maksvad, kuidas vaesele lapsevanemale jälle üks koormis peale pannakse ja et niikuinii paneb tahvel lapse silmanägemise, psüühika ja käelise tegevuse oskuse hoobilt tuksi. Märksa vähem on juttu sellest, kuidas ja kes sellesse raamatusse sõnad ja pildid paneb, et köidetud paberist õpik saaks."
negatiivne,"Peale Ringvaates nähtud lapsiku demonstratsiooni pole avalikult tahvelarvutitele mõeldud õpitarkvara meedias eriti tutvustatud. Tundub, et siinkohal on vahend taas kord eesmärgiga segi aetud. Korraliku emakeelse ja meie kultuurikonteksti sobiva õpitarkvara väljatöötamine on mu meelest kümneid kordi kallim, kui paarkümmend või mõni tuhat ekraani soetada. Isegi sel puhul, kui eelistatakse eestlastele tüüpiliselt monopolile pürgiva firma toodangut, mis konkureerivatest kallim."
positiivne,"Seesama firma on hästi aru saanud, et haridus on äri. Kavatseb end oma teenustega Ameerika haridussfääris jõuliselt kehtestada. Nii Apple kui Amazon kasutavad raudvara just oma teenuste müümiseks. Haridussüsteem peaks looma oma teenusesüsteemi, st unikaalse, eesti kultuuri sobiva rakenduste valiku, mida saaks kasutada õpetamiseks eri platvormidel."
neutraalne,"Raud muutub paratamatult järjest odavamaks, aga see, mida kirjutada, tuleb meil endil välja mõelda."
negatiivne,"Sotsiaalminister on hädas. Eesti sotsiaalsüsteem vajab otsustavat reformi. Ideid, kuidas asju muuta, aga ei ole. Ainus mõte on kärpida, kavalusega ja tulevikku vaatamata, kirjutab ajakirjanik Tiina Kangro."
negatiivne,"Eestimaa põhjaäärel elab mehehakatis Markus (4). Ta tuli ilmale südamerikkega, mida oli võimalik korrigeerida. Kümnekuuselt tehti talle operatsioon, käeseljale paigaldatud kanüüliga läks haiglas aga midagi viltu ja käsi läks n-ö pahaks. Lapse elu päästmiseks tuli parem labakäsi amputeerida. Enne veel jõudis aga nekroos ära süüa ka poisi vasaku käe sõrmeotsad."
negatiivne,Praegu on Markus puudega laps. Aga mis saab edaspidi?
negatiivne,"Hiljuti kuulis Eesti rahvas šokeerivat uudist, et sotsiaalkindlustusamet ei vormistanud Afganistanis pommi otsa sattunud ja jalgadeta jäänud meestele puuet, kuna kunstjalgadest hoolimata olid nad nii hästi rehabiliteeritud."
negatiivne,"Raadios ja teles, kus ametnikelt selgitust nõuti, ajasid nood seaduses näpuga järge ja tuligi välja, et kui inimesel pole ühiskonnaelus osalemiseks takistusi ega regulaarset vajadust kõrvalabi järele, siis pole ka puuet. Niisugune, nn keskkonnast lähtuv kontseptsioon on Eestis asjatundjate poolt heaks kiidetud ja riigikogus on sellele juba mitu aastat tagasi rohelist nuppu vajutatud. Seaduses pole küll öeldud midagi otseselt käte või jalgade kohta, aga ka Eesti suurima puuetega inimeste organisatsiooni pealik selgitas erutatud rahvale, kuidas moodsa maailmavaate järgi võib jalutu inimese puude olemasolu sõltuda isegi sellest, mitmendal korrusel ta elab. Kui esimesel, siis pääseb lihtsasti tuppa ja puuet pole. Kui viiendal, siis võib juba puue olla."
negatiivne,"Rehabilitatsiooniteenusele kulutab riik aastas 5,5 miljonit eurot. Pool sellest on laste, pool täiskasvanute jaoks. Summa kõlab suurena, aga kui kõik Eesti 8000 puudega last läheksid teenust saama, jaguks igale vaid 300 eurot. Igale täiskasvanule jaguks 21 (sic!) eurot."
negatiivne,"Kuigi seaduses ja isiklikes puudepaberites võib olla ette nähtud rehabilitatsiooni kas või 2000 euro eest, ei pruugi sa teenust saadagi. Möödunud aastal puutus süsteemiga kokku vaid iga kümnes puudega inimene. Sa ei pruugi olla võimeline bürokraatiast läbi närima. Või ei õnnestu leida asutust, kus oleks limiiti, sulle vajalikke teenuseid. Või siis pannakse sind teenuse ootele ületulevasse aastasse."
negatiivne,"Võib juhtuda, et su kokkupuude rehabilitatsiooniga piirdubki vaid plaani tegemisega. Plaanidele, muide, kulub 5,5 miljonist aastas ära ligi kolmandik – 1,7 miljonit."
negatiivne,"Ka Markus käis emaga rehabilitatsiooniplaani tegemas. Oleksime võinud saada füsioteraapiat, logopeedi või tegevusteraapiat. Psühholoogi ja sotsiaaltöötaja nõustamist. Ütlen ausalt: meie neid tunde ei võta. Lõputute nõustamiste asemel, kuidas puudega toime tulla, vajab poiss kätt. See on aga hoopis mingi teine süsteem, omade asjaajamiste ja ootamistega, kirjeldab poisi ema."
positiivne,"Kuidas käib Afganistanist tulnud poiste rehabiliteerimine nii, et nad lühikese ajaga pärast invaliidistumist taas jalul on? Kuidas see kaitseministeeriumi süsteemis õnnestub? Istun autosse ja sõidan Suur-Sõjamäele, kaitseväe logistikakeskusesse. Olen lugenud läbi kõik seadused-määrused ja saanud teada, et vastupidiselt levinud arvamusele, et kogu töö tehakse nendega ära Inglismaal, koordineerib tegelikult kaitseväes vigastatute taastumist – liikuma saamisest kuni tööhõive ja toimetuleku küsimusteni välja – siinne tugikeskus oma kuue töötajaga. On meedik, psühholoog, sotsiaaltöötaja, medõde, keskuse juht ja üks administraator."
positiivne,"Töö käib individuaalsete raviplaanide alusel. Küsin luba neid vaadata. Võrreldes rehabilitatsiooniplaanidega on need selged ja konkreetsed. Kirjas on eesmärk ja mida selle saavutamiseks tehakse. Järgmises plaanis minnakse edasi. Meeskond jälgib ja suunab pidevalt taastuja edenemist. Teenuseid võetakse mitmest asutusest. Mida vähegi saab, siis Eestist ja vahel kasutame ka riiklikku rehasüsteemi. Mida siin pole, nagu sobilikud proteesid ja nende külgepanek, siis enamasti tõesti Inglismaalt. Koostööst inglastega oleme kohutavalt palju õppinud, tunnistavad keskuse töötajad."
negatiivne,"Esimene asi ongi kiirus. Inimene tuleb jalule panna kohe. See on päevade, mitte isegi nädalate või kuude küsimus, selgitab tugikeskuse medõde. Eestis on väga head spetsialistid, näiteks füsioterapeudid. Aga kahjuks see tempo, mis seal rehateenuse ümber on… kui meie poisid peaksid ise kõiki oma asju ajama, kui meid nende selja taga ei oleks, no siis nad jääksid ka lihtsalt abita."
negatiivne,"Sotsiaalminister on hädas. Haiglareform on tegemata ja meditsiin rebeneb. Rehabilitatsioonisüsteem ei tööta. Rahvastik vananeb ja noortel pole tööd. Eesti riigieelarvest on üüratu osa euroraha ja selle lõppedes saavad finantsseisud minna vaid hullemaks. Ideid, kuidas asju muuta, aga ei ole. Ainus mõte, mis peas trummeldab, on kärpida. Kavalusega ja tulevikku vaatamata. Niigi närust vorstijuppi veel natuke lühemaks nüsida. Jätta mõni jalutu puudeta. Trikitada piirhindadega, peites tõusvad hinnad kättesaadavuse suurendamise taha. Otsida nippe, kuidas juriidiliselt korrektselt veel mõni koorem lähedasi hooldavate perekondade õlule heita. Adumata seejuures, et just kehvasti korraldatud süsteem õgib ära suurema osa oma rahast."
negatiivne,Eesti sotsiaalsüsteem vajab otsustavat reformi. Riigi jätkusuutlikkuse jaoks on igast otsast vaadates kriitilise tähtsusega just liiga suureks paisunud maaslamajate armee jaluletõstmine.
positiivne,"Kurioossel kombel on puntrasse aetud riikliku süsteemi kõrval hästi töötav rehabilitatsioonisüsteem Eestis olemas. Võite ju öelda, et kaitseväe mängumaa on väiksem, raha aga rohkem. Kuid see lähenemine ja põhimõtted, mida nad rakendavad, võiks tervikuna üle võttes päästa ka riikliku rehabilitatsioonisüsteemi."
negatiivne,"Sest öelge mulle kas või üks asi viimase paari aasta jooksul, mida need mitusada inimest sealt peamajast süsteemitut süsteemi juhtides Eesti sotsiaalsfääri edenemiseks ära on teinud? Vaevalt et teil on pakkuda vastust."
neutraalne,"Arvutame pisut. Markusele vajalik protees maksaks 15 000 eurot. See on ühe kesktaseme ministeeriumiametniku aastapalk. Aga kui neid palkasid vabaneks sadu? Lisaks halduskulud, välislähetused… ja nii igal aastal."
positiivne,"Kui palju väikseid ja suuri Markuseid saaksid lõpuks vajaliku abi, et järgmistes ekspertiisikomisjonides juba rõõmustada ametnikke teatega, et neil polegi puuet. Mõtelge! Ja rääkige sellest plaanist ka peaministrile ning presidendile. Ma ei usu, et nad on vastu."
negatiivne,"Juba aasta aega on siit-sealt kuulda ja lugeda, kui lihtne ja probleemitu on alates eelmise aasta augustist ületada Eesti-Vene piiri, broneerides eelnevalt arvutis GoSwift-süsteemis aja, et siis määratud tunnil kohale tulles kerge vaevaga Euroopa idapiir ületada. Tegelikkuses näeb asi kahjuks välja aga sootuks teistsugune."
negatiivne,"Aga nagu öeldakse: inimene mõtleb ja arvestab, jumal juhib. Jumal juhtis seekord niimoodi, et Eestist Venemaale pääsu pidime ootama kokku ligi kaheksa tundi. Kõik olekski ehk korras olnud, kui jumalateks poleks end pidanud ASi Transservis-N töötajad, kelle käes vägi ja võim vajutada nuppu, mis lubab ootavatel autodel sõita piirijärjekorda. Omaette teema on see, et enesestmõistetavalt käratavad nii putkajuht kui vahetult piiril korda pidav ametnik ootajaid nõudlikult vene keeles oma kohale, teatades, et eesti keeles nad ei kõnele."
negatiivne,"Arvutist kontrollitud järjekorra pikkusele ja ooteajale, mis meie puhul väideti olevat paar tundi, ei maksvat tähelepanu pöörata – see ei ole mingi näitaja… Näitajaks oleks meie üldiseks pettumuseks ja imestuseks pidanud olema hoopis 50-eurone. Muutunud maailm meie ümber ei lasknud uskuda tõsiasja, et Euroopa Liidu idapiiril Eesti Vabariigis on selline olukord veel võimalik. Olgu öeldud, et meie siiski eirasime omaloomingulist maksusoovi ja saime viimaks pärast kuue ja poole tunni pikkust ootamist piirijärjekorda tänu hea reisikaaslase puudetõendile."
negatiivne,"Meie rõõmsameelset lauluseltskonda ei häirinud niivõrd see, et pidime piiripunktis terve tööpäeva ootama, vaid pigem häbitunne Eesti riigi pärast, kes ei ole suutnud palgata Narva–Ivangorodi piiriületust koordineerima tõsiseltvõetavat ja riigi mainest hoolivat firmat."
negatiivne,"Viimase kümne aasta vähijuhtude statistikast jääb silma murettekitav suundumus. Vähiliidu andmetel tuvastati 2000. aastal eesnäärmevähk Eestis 374 mehel, 2008. aastaks oli juhtumite arv kasvanud juba ligi 900ni. Tänavu võib juhtumite arv ületada tuhande piiri. Eesnäärmevähi levik Eestis on kümne aastaga kolmekordistunud, teiste vähijuhtude arv püsib stabiilsena. Olukorra leevendamiseks oleks vaja teha muudatusi tervishoiusüsteemis."
positiivne,"Üheks võimaluseks on sõeluuringute programmide rakendamine nii, nagu seda tehakse praegu näiteks naiste rinna- ja emakakaelavähi puhul, mis võimaldavad Euroopa ja Ameerika näitel suremust eesnäärmevähki vähendada kuni kolmandiku võrra. Samas tuleb uuringute puhul leida mõistlik kompromiss, et uuringutele kuluv rahastus oleks proportsionaalne avastatud keskmise ja kõrge riskiga vähijuhtumitega."
positiivne,"Teine murekoht on saadaolevad ravimeetodid. Esmase ravi staadiumis, kui eesmärgiks on patsiendi täielik tervenemine, katab Eesti tervishoiusüsteem kõiki tänapäevaseid ravimeetodeid, millega eesnäärmevähki on võimalik ravida – siia alla kuuluvad kiiritusravi meetodid ja kirurgilised võimalused. Ideaalses olukorras õnnestub eesnäärmevähk ühe või mitmega neist meetoditest välja ravida."
negatiivne,"Paraku hakkab kolmandikul meestest vähimarker organismis viie aasta jooksul uuesti tõusma. Edasiseks raviks on Eestis kaks võimalust – kiiritusravi ja hormoonravi. Hormoonravi jaguneb keemiliseks ja kirurgiliseks kastratsiooniks. Eestis on täielikult rahastatud kirurgiline kastratsioon, hormoonravist anti-androgeenid. Paraku pole anti-androgeenid eraldiseisva ravimeetodina efektiivsed. Kindlustamata on Eestis teine keemilise kastratsiooni meetod, LHRH analoogid. Kuna nende mõju on kirurgilise kastratsiooniga samaväärne, polevat nende kompenseerimine vajalik."
positiivne,"Mul on väga hea meel, et meie mõjukaim väljaanne Postimees on avaldanud professor Valter Langi arvamusloo (Humanitaariast – ilma hala ja hälinata, PM 19.09) humanitaariast. Kuna lugu on inspireeritud minu vastustest väikese lugejaskonnaga nädalalehe Sirp toimetaja Valle-Sten Maiste küsimustele (7.09), siis on see lugu suurepärane ajend, et ma saaksin oma arvamust ka suurele auditooriumile selgitada."
negatiivne,"Arvamusloos heidetakse mulle ette, et ma ei tea, mida ma tahan, ja ma ei tea, mida kinnistes klubides on arutatud. Esimene etteheide on ekslik. Teine vastab sajaprotsendiliselt tõele. Intervjuu lähtekohaks oli minu artikkel rahvusteaduste mõistest, mis ilmus suvel ajakirjas Akadeemia (nr 7). Kuid see ei olnud intervjuu peamine teema. Eelkõige oli juttu humanitaarteaduste rahastamisest. Vahel tundub, et Eesti humanitaaria on pelgalt Tartu Ülikool."
neutraalne,"Nii see siiski pole, olulised humanitaarsed teaduskeskused on Eesti Kirjandusmuuseum, Underi ja Tuglase Kirjanduskeskus ning Eesti Keele Instituut, neile lisandub ka Tallinna Ülikool ja selle koosseisus Eesti Humanitaarinstituut."
negatiivne,"Teaduse planeerimisel tuleb lähtuda tõsiasjast, et eelarve lähiaastatel ei kasva. Äsja tuli Brüsselist teade, et kaalutakse ka Euroo­pa teadusraha hiigelkärbet aastani 2020. Kui see teoks saab, siis väheneb eesti teaduse kogurahastamine oluliselt ka siis, kui Eesti riigieelarves teaduse kulutused samaks jäävad. Sel juhul kasvaksid oluliselt loodusteaduste riigieelarvelise rahastamise vajadused ja surve humanitaaria rahastamise vähendamiseks. Seega raha rohkem ei ole ja juurde ei tule, pigem võetakse kogu teadusraha hoopis vähemaks."
negatiivne,"Humanitaarteadlaste madalate palkade ja üldse rahanappuse põhjuseks on mõneti ülepaisutatud koosseisud meie ülikoolides ja instituutides. Sirbis selgitasin lihtsa aritmeetika abil, et kui palgafond uurimisgrupis jääb aastateks samaks, siis gruppide arutu paisumise tulemusena hakkab paratamatult ka palganumber langema. Kõigepealt kaovad teadlaste tegevuskulud (ei saa muretseda teaduskirjandust ega käia konverentsidel) ning seejärel sööb inflatsioon osa palgastki ära."
